CBA_ID,UNION_ID,PSIC,REGION,EBU_YEAR_REG,SCOPE,TYPE,EMPLOYEES,MEMBERS,union_density,island_grp
NA,13415,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",205,186,0.9073170731707317,Luzon
NA,13416,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",600,411,0.685,Luzon
NA,13417,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,IV-A,1995,RANK AND FILE,INDEPENDENT UNION,24,12,0.5,Luzon
NA,13418,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",31,30,0.967741935,Luzon
NA,13419,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",38,38,1,Luzon
NA,13420,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",112,112,1,Luzon
NA,13421,EDUCATION,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",72,39,0.5416666666666666,Luzon
NA,13422,MANUFACTURING,IV-A,1995,RANK AND FILE,INDEPENDENT,396,395,0.9974747474747475,Luzon
NA,13423,MANUFACTURING,IV-A,1995,RANK AND FILE,AFFILIATE,160,144,0.9,Luzon
NA,13424,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",1020,233,0.2284313725490196,Luzon
NA,13427,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",95,55,0.5789473684210527,Luzon
NA,13428,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",60,55,0.9166666666666666,Luzon
NA,13429,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",215,111,0.5162790697674419,Luzon
NA,13430,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",226,110,0.48672566371681414,Luzon
NA,13431,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",324,172,0.5308641975308642,Luzon
NA,13433,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",74,28,0.3783783783783784,Luzon
NA,13434,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",756,270,0.35714285714285715,Luzon
NA,13435,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",800,228,0.285,Luzon
NA,13436,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",350,209,0.5971428571428572,Luzon
NA,13437,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",247,126,0.5101214574898786,Luzon
NA,13438,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",32,15,0.46875,Luzon
NA,13439,MANUFACTURING,IV-A,1995,SUPERVISORY,AFFILIATE,283,25,0.088339223,Luzon
NA,13440,MANUFACTURING,IV-A,1995,SUPERVISORY,"INDEPENDENT
UNION",30,29,0.9666666666666667,Luzon
NA,13441,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,IV-A,1995,RANK AND FILE,INDEPENDENT UNION,18,18,1,Luzon
NA,13442,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",80,32,0.4,Luzon
NA,13443,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",130,75,0.5769230769230769,Luzon
NA,13444,MANUFACTURING,IV-A,1995,RANK AND FILE,"INDEPENDENT
UNION",108,103,0.9537037037037037,Luzon
NA,13445,MANUFACTURING,IV-A,1994,RANK AND FILE,INDEPENDENT,170,65,0.38235294117647056,Luzon
NA,13451,MANUFACTURING,IV-A,1994,RANK AND FILE,AFFILIATE,1250,319,0.2552,Luzon
NA,13454,TRANSPORT AND  STORAGE,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",200,82,0.41,Luzon
NA,13455,TRANSPORT AND  STORAGE,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",1766,374,0.21177802944507362,Luzon
NA,13456,TRANSPORT AND  STORAGE,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",2000,516,0.258,Luzon
NA,13458,TRANSPORT AND  STORAGE,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",15,12,0.8,Luzon
NA,13460,MANUFACTURING,IV-A,1994,RANK AND FILE,INDEPENDENT,16,16,1,Luzon
NA,13461,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING  SUPPLY",IV-A,1994,RANK AND FILE,INDEPENDENT UNION,1200,362,0.3016666666666667,Luzon
NA,13463,MANUFACTURING,IV-A,1994,RANK AND FILE,LOCAL/CHAPTER,500,194,0.388,Luzon
NA,13464,MANUFACTURING,IV-A,1994,RANK AND FILE,INDEPENDENT,45,21,0.4666666666666667,Luzon
NA,13466,MANUFACTURING,IV-A,1994,RANK AND FILE,LOCAL/CHAPTER,400,282,0.705,Luzon
NA,13467,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,IV-A,1994,RANK AND FILE,INDEPENDENT UNION,63,43,0.6825396825396826,Luzon
NA,13469,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",61,61,1,Luzon
NA,13470,OTHER SERVICES  ACTIVITIES,IV-A,1994,RANK AND FILE,LOCAL/CHAPTER,150,57,0.38,Luzon
NA,13471,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",110,110,1,Luzon
NA,13473,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",120,40,0.3333333333333333,Luzon
NA,13474,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",467,234,0.5010706638115632,Luzon
NA,13475,CONSTRUCTION,IV-A,1994,RANK AND FILE,INDEPENDENT,50,44,0.88,Luzon
NA,13476,MANUFACTURING,IV-A,1994,RANK AND FILE,AFFILIATE,80,25,0.3125,Luzon
NA,13477,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1994,RANK AND FILE,INDEPENDENT UNION,50,32,0.64,Luzon
NA,13478,MANUFACTURING,IV-A,1994,RANK AND FILE,AFFILIATE,224,198,0.8839285714285714,Luzon
NA,13479,"AGRICULTURE,  FORESTRY AND FISHING",IV-A,1994,RANK AND FILE,INDEPENDENT UNION,150,41,0.2733333333333333,Luzon
NA,13480,"AGRICULTURE,  FORESTRY AND FISHING",IV-A,1994,RANK AND FILE,INDEPENDENT UNION,140,41,0.29285714285714287,Luzon
NA,13481,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",33,23,0.696969697,Luzon
NA,13483,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",29,21,0.7241379310344828,Luzon
NA,13484,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,IV-A,1994,RANK AND FILE,INDEPENDENT UNION,23,23,1,Luzon
NA,13485,MANUFACTURING,IV-A,1994,RANK AND FILE,LOCAL/CHAPTER,580,580,1,Luzon
NA,13486,MANUFACTURING,IV-A,1994,SUPERVISORY,AFFILIATE,40,36,0.9,Luzon
NA,13488,MANUFACTURING,IV-A,1994,RANK AND FILE,INDEPENDENT,36,22,0.6111111111111112,Luzon
NA,13489,TRANSPORT AND  STORAGE,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",40,40,1,Luzon
NA,13491,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",204,137,0.6715686274509803,Luzon
NA,13493,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,IV-A,1994,RANK AND FILE,INDEPENDENT UNION,60,59,0.9833333333333333,Luzon
NA,13494,MANUFACTURING,IV-A,1994,RANK AND FILE,AFFILIATE,60,40,0.6666666666666666,Luzon
NA,13495,MANUFACTURING,IV-A,1994,RANK AND FILE,INDEPENDENT,59,30,0.5084745762711864,Luzon
NA,13496,MANUFACTURING,IV-A,1994,RANK AND FILE,AFFILIATE,119,112,0.9411764705882353,Luzon
NA,13497,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",90,57,0.6333333333333333,Luzon
NA,13498,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",140,120,0.8571428571428571,Luzon
NA,13499,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",500,142,0.284,Luzon
NA,13500,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",700,262,0.3742857142857143,Luzon
NA,13503,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",95,46,0.4842105263157895,Luzon
NA,13504,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",39,22,0.5641025641025641,Luzon
NA,13505,CONSTRUCTION,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",107,63,0.5887850467289719,Luzon
NA,13507,EDUCATION,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",30,22,0.7333333333333333,Luzon
NA,13508,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",22,15,0.6818181818181818,Luzon
NA,13509,MANUFACTURING,IV-A,1994,RANK AND FILE,AFFILIATE,280,225,0.8035714285714286,Luzon
NA,13510,MANUFACTURING,IV-A,1994,RANK AND FILE,"INDEPENDENT
UNION",100,77,0.77,Luzon
NA,13511,MANUFACTURING,IV-A,1993,RANK AND FILE,INDEPENDENT,47,26,0.5531914893617021,Luzon
NA,13513,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",50,25,0.5,Luzon
NA,13514,MANUFACTURING,IV-A,1993,RANK AND FILE,AFFILIATE,93,39,0.41935483870967744,Luzon
NA,13515,MANUFACTURING,IV-A,1993,RANK AND FILE,INDEPENDENT,27,26,0.9629629629629629,Luzon
NA,13516,TRANSPORT AND  STORAGE,IV-A,1993,SUPERVISORY,"INDEPENDENT
UNION",400,237,0.5925,Luzon
NA,13517,TRANSPORT AND  STORAGE,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",250,130,0.52,Luzon
NA,13518,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",24,20,0.8333333333333334,Luzon
NA,13520,MANUFACTURING,IV-A,1993,RANK AND FILE,INDEPENDENT,2500,200,0.08,Luzon
NA,13521,MANUFACTURING,IV-A,1993,SUPERVISORY,"INDEPENDENT
UNION",90,61,0.6777777777777778,Luzon
NA,13522,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",32,25,0.78125,Luzon
NA,13526,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",50,26,0.52,Luzon
NA,13527,MANUFACTURING,IV-A,1993,RANK AND FILE,INDEPENDENT,156,100,0.6410256410256411,Luzon
NA,13528,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",100,89,0.89,Luzon
NA,13530,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",184,175,0.9510869565217391,Luzon
NA,13533,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",121,121,1,Luzon
NA,13536,"AGRICULTURE,  FORESTRY AND FISHING",IV-A,1993,RANK AND FILE,INDEPENDENT UNION,53,53,1,Luzon
NA,13537,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",32,23,0.71875,Luzon
NA,13538,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",250,221,0.884,Luzon
NA,13540,MANUFACTURING,IV-A,1993,RANK AND FILE,LOCAL/CHAPTER,45,31,0.6888888888888889,Luzon
NA,13541,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1993,RANK AND FILE,INDEPENDENT UNION,40,26,0.65,Luzon
NA,13542,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,IV-A,1993,RANK AND FILE,INDEPENDENT UNION,20,20,1,Luzon
NA,13544,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",45,33,0.7333333333333333,Luzon
NA,13545,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",65,34,0.5230769230769231,Luzon
NA,13546,"ARTS, ENTERTAINMENT  AND RECREATION",IV-A,1993,RANK AND FILE,INDEPENDENT UNION,17,13,0.7647058823529411,Luzon
NA,13547,TRANSPORT AND  STORAGE,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",292,292,1,Luzon
NA,13549,EDUCATION,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",62,62,1,Luzon
NA,13550,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,IV-A,1993,RANK AND FILE,INDEPENDENT UNION,42,42,1,Luzon
NA,13552,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",80,61,0.7625,Luzon
NA,13555,MANUFACTURING,IV-A,1993,RANK AND FILE,INDEPENDENT,29,29,1,Luzon
NA,13556,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",76,31,0.40789473684210525,Luzon
NA,13557,MANUFACTURING,IV-A,1993,RANK AND FILE,INDEPENDENT,400,119,0.2975,Luzon
NA,13558,EDUCATION,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",75,69,0.92,Luzon
NA,13560,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",24,18,0.75,Luzon
NA,13561,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",40,30,0.75,Luzon
NA,13562,EDUCATION,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",80,77,0.9625,Luzon
NA,13563,MANUFACTURING,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",50,16,0.32,Luzon
NA,13564,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1993,RANK AND FILE,AFFILIATE,50,19,0.38,Luzon
NA,13565,TRANSPORT AND  STORAGE,IV-A,1993,RANK AND FILE,"INDEPENDENT
UNION",55,19,0.34545454545454546,Luzon
NA,13567,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1993,SUPERVISORY,INDEPENDENT UNION,57,40,0.7017543859649122,Luzon
NA,13571,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",49,43,0.8775510204081632,Luzon
NA,13576,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",50,24,0.48,Luzon
NA,13577,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",100,58,0.58,Luzon
NA,13578,MANUFACTURING,IV-A,1992,RANK AND FILE,AFFILIATE,87,19,0.21839080459770116,Luzon
NA,13579,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1992,RANK AND FILE,INDEPENDENT UNION,97,35,0.36082474226804123,Luzon
NA,13581,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",169,76,0.44970414201183434,Luzon
NA,13582,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",166,89,0.536144578,Luzon
NA,13583,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",300,83,0.27666666666666667,Luzon
NA,13585,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1992,RANK AND FILE,INDEPENDENT UNION,24,24,1,Luzon
NA,13586,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",218,190,0.8715596330275229,Luzon
NA,13588,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",154,130,0.8441558441558441,Luzon
NA,13590,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",85,27,0.3176470588235294,Luzon
NA,13593,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",100,29,0.29,Luzon
NA,13596,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",30,20,0.6666666666666666,Luzon
NA,13601,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",150,123,0.82,Luzon
NA,13602,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",36,36,1,Luzon
NA,13605,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",180,76,0.4222222222222222,Luzon
NA,13606,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",30,19,0.6333333333333333,Luzon
NA,13607,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",300,75,0.25,Luzon
NA,13610,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",20,20,1,Luzon
NA,13618,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",50,45,0.9,Luzon
0066,13619,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",110,42,0.38181818181818183,Luzon
NA,13620,MANUFACTURING,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",45,42,0.9333333333333333,Luzon
NA,13622,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1992,RANK AND FILE,INDEPENDENT UNION,218,94,0.43119266055045874,Luzon
NA,13626,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,IV-A,1992,RANK AND FILE,INDEPENDENT UNION,21,21,1,Luzon
NA,13628,CONSTRUCTION,IV-A,1992,RANK AND FILE,"INDEPENDENT
UNION",450,101,0.22444444444444445,Luzon
NA,13629,MANUFACTURING,IV-A,1992,SUPERVISORY,LOCAL/CHAPTER,665,17,0.02556391,Luzon
NA,13633,MANUFACTURING,IV-A,1992,SUPERVISORY,"INDEPENDENT
UNION",107,106,0.9906542056074766,Luzon
NA,13634,MANUFACTURING,IV-A,1991,RANK AND FILE,INDEPENDENT,294,262,0.891156463,Luzon
NA,13636,MANUFACTURING,IV-A,1991,RANK AND FILE,"INDEPENDENT
UNION",100,30,0.3,Luzon
NA,13637,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,IV-A,1991,RANK AND FILE,INDEPENDENT UNION,117,54,0.46153846153846156,Luzon
NA,13645,MANUFACTURING,IV-A,1991,RANK AND FILE,"INDEPENDENT
UNION",21,21,1,Luzon
NA,13646,MANUFACTURING,IV-A,1991,RANK AND FILE,"INDEPENDENT
UNION",200,94,0.47,Luzon
NA,13651,MANUFACTURING,IV-A,1991,RANK AND FILE,"INDEPENDENT
UNION",600,155,0.25833333333333336,Luzon
NA,13652,MANUFACTURING,IV-A,1991,SUPERVISORY,"INDEPENDENT
UNION",34,29,0.8529411764705882,Luzon
NA,13655,MANUFACTURING,IV-A,1991,RANK AND FILE,"INDEPENDENT
UNION",64,61,0.953125,Luzon
NA,13656,MANUFACTURING,IV-A,1991,RANK AND FILE,"INDEPENDENT
UNION",50,24,0.48,Luzon
NA,13658,MANUFACTURING,IV-A,1991,RANK AND FILE,"INDEPENDENT
UNION",600,150,0.25,Luzon
NA,13664,MANUFACTURING,IV-A,1991,RANK AND FILE,"INDEPENDENT
UNION",400,395,0.9875,Luzon
NA,13666,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,IV-A,1991,RANK AND FILE,INDEPENDENT UNION,30,17,0.5666666666666667,Luzon
NA,13669,MANUFACTURING,IV-A,1991,RANK AND FILE,"INDEPENDENT
UNION",23,23,1,Luzon
NA,13671,MANUFACTURING,IV-A,1991,RANK AND FILE,"INDEPENDENT
UNION",50,38,0.76,Luzon
NA,13675,MANUFACTURING,IV-A,1991,RANK AND FILE,INDEPENDENT,136,113,0.8308823529411765,Luzon
NA,13682,MANUFACTURING,IV-A,1991,RANK AND FILE,"INDEPENDENT
UNION",715,581,0.8125874125874126,Luzon
NA,13683,MANUFACTURING,IV-A,1991,RANK AND FILE,INDEPENDENT,246,140,0.5691056910569106,Luzon
NA,13690,MANUFACTURING,IV-A,1991,SUPERVISORY,"INDEPENDENT
UNION",30,17,0.5666666666666667,Luzon
NA,13691,MANUFACTURING,IV-A,1991,RANK AND FILE,"INDEPENDENT
UNION",100,89,0.89,Luzon
1069,13692,TRANSPORT AND  STORAGE,IV-A,1991,RANK AND FILE,"INDEPENDENT
UNION",52,44,0.8461538461538461,Luzon
NA,13700,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",20,17,0.85,Luzon
NA,13703,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",63,34,0.5396825396825397,Luzon
NA,13705,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING  SUPPLY",IV-A,1990,RANK AND FILE,INDEPENDENT UNION,199,139,0.6984924623115578,Luzon
NA,13707,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",300,124,0.41333333333333333,Luzon
NA,13713,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",97,74,0.7628865979381443,Luzon
NA,13714,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING  SUPPLY",IV-A,1990,SUPERVISORY,INDEPENDENT UNION,24,15,0.625,Luzon
NA,13715,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",81,80,0.9876543209876543,Luzon
NA,13716,MANUFACTURING,IV-A,1990,RANK AND FILE,INDEPENDENT,70,22,0.3142857142857143,Luzon
NA,13720,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",275,261,0.9490909090909091,Luzon
NA,13721,MANUFACTURING,IV-A,1990,RANK AND FILE,LOCAL/CHAPTER,100,64,0.64,Luzon
NA,13723,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",52,47,0.9038461538461539,Luzon
NA,13724,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",150,40,0.26666666666666666,Luzon
NA,13726,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",37,17,0.4594594594594595,Luzon
NA,13727,CONSTRUCTION,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",73,72,0.9863013698630136,Luzon
NA,13737,MANUFACTURING,IV-A,1990,RANK AND FILE,INDEPENDENT,296,141,0.47635135135135137,Luzon
NA,13740,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",38,35,0.9210526315789473,Luzon
"0738
",13743,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",76,40,0.5263157894736842,Luzon
NA,13745,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",50,34,0.68,Luzon
NA,13750,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",180,171,0.95,Luzon
NA,13751,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",130,56,0.4307692307692308,Luzon
NA,13752,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",285,102,0.35789473684210527,Luzon
NA,13754,FINANCIAL AND  INSURANCE ACTIVITIES,IV-A,1990,RANK AND FILE,INDEPENDENT UNION,90,56,0.6222222222222222,Luzon
NA,13755,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",59,42,0.711864407,Luzon
NA,13758,MANUFACTURING,IV-A,1990,SUPERVISORY,"INDEPENDENT
UNION",24,21,0.875,Luzon
NA,13760,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1990,RANK AND FILE,INDEPENDENT UNION,14,14,1,Luzon
NA,13761,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1990,RANK AND FILE,INDEPENDENT UNION,50,47,0.94,Luzon
NA,13762,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1990,RANK AND FILE,INDEPENDENT UNION,15,15,1,Luzon
NA,13763,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1990,RANK AND FILE,INDEPENDENT UNION,23,22,0.9565217391304348,Luzon
NA,13764,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1990,RANK AND FILE,INDEPENDENT UNION,19,16,0.8421052631578947,Luzon
NA,13766,TRANSPORT AND  STORAGE,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",225,191,0.8488888888888889,Luzon
NA,13770,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",61,41,0.6721311475409836,Luzon
NA,13774,TRANSPORT AND  STORAGE,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",371,250,0.6738544474393531,Luzon
NA,13778,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",1800,393,0.21833333333333332,Luzon
NA,13783,MANUFACTURING,IV-A,1990,RANK AND FILE,"INDEPENDENT
UNION",46,46,1,Luzon
NA,13789,MANUFACTURING,IV-A,1990,SUPERVISORY,"INDEPENDENT
UNION",40,40,1,Luzon
NA,13790,MANUFACTURING,IV-A,1989,SUPERVISORY,INDEPENDENT UNION,102,64,0.6274509803921569,Luzon
NA,13791,MANUFACTURING,IV-A,1989,RANK AND FILE,"INDEPENDENT
UNION",112,48,0.42857142857142855,Luzon
NA,13794,MANUFACTURING,IV-A,1989,RANK AND FILE,"INDEPENDENT
UNION",124,61,0.49193548387096775,Luzon
NA,13795,MANUFACTURING,IV-A,1989,RANK AND FILE,"INDEPENDENT
UNION",226,139,0.6150442477876106,Luzon
NA,13798,MANUFACTURING,IV-A,1989,RANK AND FILE,"INDEPENDENT
UNION",118,50,0.423728814,Luzon
NA,13799,MANUFACTURING,IV-A,1989,SUPERVISORY,"INDEPENDENT
UNION",106,106,1,Luzon
NA,13800,MANUFACTURING,IV-A,1989,RANK AND FILE,"INDEPENDENT
UNION",90,60,0.6666666666666666,Luzon
NA,13802,MANUFACTURING,IV-A,1989,SUPERVISORY,"INDEPENDENT
UNION",120,29,0.24166666666666667,Luzon
NA,13812,MANUFACTURING,IV-A,1989,SUPERVISORY,"INDEPENDENT
UNION",154,100,0.6493506493506493,Luzon
NA,13814,MANUFACTURING,IV-A,1989,RANK AND FILE,INDEPENDENT,25,15,0.6,Luzon
NA,13815,MANUFACTURING,IV-A,1989,RANK AND FILE,INDEPENDENT,70,61,0.8714285714285714,Luzon
NA,13816,MANUFACTURING,IV-A,1989,SUPERVISORY,"INDEPENDENT
UNION",500,16,0.032,Luzon
NA,13824,MANUFACTURING,IV-A,1989,RANK AND FILE,"INDEPENDENT
UNION",800,271,0.33875,Luzon
NA,13825,MANUFACTURING,IV-A,1989,RANK AND FILE,"INDEPENDENT
UNION",120,36,0.3,Luzon
NA,13827,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1989,RANK AND FILE,INDEPENDENT UNION,226,154,0.6814159292035398,Luzon
NA,13828,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1989,RANK AND FILE,INDEPENDENT UNION,226,154,0.6814159292035398,Luzon
NA,13829,"AGRICULTURE, FORESTRY AND  FISHING",IV-A,1989,SUPERVISORY,INDEPENDENT UNION,14,14,1,Luzon
NA,13832,MANUFACTURING,IV-A,1989,RANK AND FILE,"INDEPENDENT
UNION",500,332,0.664,Luzon
NA,13833,MANUFACTURING,IV-A,1989,RANK AND FILE,"INDEPENDENT
UNION",181,121,0.6685082872928176,Luzon
NA,13838,MANUFACTURING,IV-A,1989,RANK AND FILE,"INDEPENDENT
UNION",25,25,1,Luzon
NA,13847,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,IV-A,1988,RANK AND FILE,INDEPENDENT UNION,24,20,0.8333333333333334,Luzon
