CBA_ID,UNION_ID,PSIC.x,REGION,EBU_YEAR_REG,SCOPE.x,TYPE,EMPLOYEES,MEMBERS,union_density,island_grp,FILE_ID,FIRM_NAME.y,PSIC.y,UNION_NAME.y,START_DATE,END_DATE,BARGAIN_UNIT,SCOPE.y,YEAR_REG,Duration,CBA_yes,EVENT,UNIONAGE1,UNIONAGE2,TIMECBA,SCOPE_new,Type,Sector,sector_grp,Density
0735,30,"ARTS, ENTERTAINMENT AND RECREATION",NCR,2019,RANK AND FILE,LOCAL/CHAPTER,1902,1902,100,Luzon,0735_Melco,MELCO RESORTS LEISURE (PHP) CORPORATION,"ARTS, ENTERTAINMENT AND RECREATION",KILUSAN NG MANGGAGAWANG MAKABAYAN (KMM-KATIPUNAN) MELCO RESORTS LEISURE (PHP) CORPORATION (TABLE GAMES DIVISION) CHAPTER (KMM-MELCO-TGD),2019-07-01T00:00:00Z,2022-06-30T00:00:00Z,NA,NA,2020,3,With CBA,1,1,2,1,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,31,TRANSPORT AND STORAGE,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,615,450,73.17073170731707,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,High density
1036,32,MANUFACTURING,NCR,2019,RANK AND FILE,INDEPENDENT UNION,89,85,95.50561797752809,Luzon,1036_Well Spring,WELL SPRING COLOR LAUNDRY LTD. INC.,MANUFACTURING,TUNAY NA NAGKAKAISANG MANGGAGAWA NG WELL SPRING COLOR LAUNDRY LTD. INC.,2019-07-27T00:00:00Z,2024-07-26T00:00:00Z,NA,NA,2019,5,With CBA,1,0,2,0,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,33,MANUFACTURING,NCR,2019,RANK AND FILE,"INDEPENDENT
UNION",729,411,56.37860082304527,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,34,CONSTRUCTION,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,40,20,50,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Industry,High density
NA,35,"ARTS, ENTERTAINMENT  AND RECREATION",NCR,2019,RANK AND FILE,LOCAL/CHAPTER,1500,676,45.06666666666666,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
1076,36,HUMAN HEALTH AND SOCIAL WORK  ACTIVITIES,NCR,2019,RANK AND FILE,INDEPENDENT UNION,1859,1500,80.68854222700377,Luzon,NA,ST. LUKE'S MEDICAL CENTER (GLOBAL CITY) INC,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,ST. LUKE'S MEDICAL CENTER (GLOBAL CITY) EMPLOYEES UNION - IND,2019-07-01T00:00:00Z,2024-06-30T00:00:00Z,NA,NA,2019,5,With CBA,1,0,2,0,RANK-AND-FILE,Independent,All others,Services,High density
NA,37,TRANSPORT AND  STORAGE,NCR,2019,RANK AND FILE,"INDEPENDENT
UNION",305,214,70.16393442622952,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Independent,All others,Services,High density
NA,38,CONSTRUCTION,NCR,2019,RANK AND FILE,"INDEPENDENT
UNION",165,165,100,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Independent,All others,Industry,High density
NA,39,MANUFACTURING,NCR,2019,RANK AND FILE,INDEPENDENT UNION,43,43,100,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,40,CONSTRUCTION,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,1002,50,4.990019960079841,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Industry,Low density
NA,41,OTHER SERVICES  ACTIVITIES,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,NA,805,NA,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,NA
NA,42,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,150,15,10,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,43,TRANSPORT AND  STORAGE,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,56,17,30.357142857142854,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,44,TRANSPORT AND  STORAGE,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,58,19,32.758620689655174,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,45,TRANSPORT AND  STORAGE,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,104,52,50,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,46,MANUFACTURING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,323,76,23.52941176470588,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,47,"ARTS, ENTERTAINMENT  AND RECREATION",NCR,2019,SUPERVISORY,LOCAL/CHAPTER,3208,52,1.6209476309226933,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,OTHERS,Local/Chapter,All others,Services,Low density
NA,48,MANUFACTURING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,89,85,95.50561797752809,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,49,MANUFACTURING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,290,20,6.896551724137931,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,50,MANUFACTURING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,110,40,36.36363636363637,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,51,MANUFACTURING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,500,100,20,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,52,MINING AND  QUARRYING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,94,56,59.57446808510638,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,53,MANUFACTURING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,50,13,26,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,54,MANUFACTURING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,140,15,10.714285714285714,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,55,MANUFACTURING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,39,15,38.46153846153847,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
0816,56,MANUFACTURING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,62,39,62.903225806451616,Luzon,0816_Phil Glass,PHIL. GLASS PROCESSING SPECIALIST INC.,MANUFACTURING,KAPATIRAN NG MANGAGAWA SA PHIL. GLASS PROCESSING SPECIALIST INC.-PSSLU,2019-07-19T00:00:00Z,2024-07-19T00:00:00Z,NA,NA,2019,5,With CBA,1,0,2,0,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,57,MANUFACTURING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,53,12,22.641509433962266,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,58,MANUFACTURING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,104,93,89.42307692307693,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,59,TRANSPORT AND  STORAGE,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,34,15,44.11764705882353,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,60,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,2019,RANK AND FILE,INDEPENDENT UNION,28,8,28.57142857142857,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Independent,All others,Services,Low density
NA,61,MINING AND  QUARRYING,NCR,2019,RANK AND FILE,"INDEPENDENT
UNION",22,10,45.45454545454545,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Independent,All others,Services,Low density
0390,62,MANUFACTURING,NCR,2019,RANK AND FILE,INDEPENDENT,30,20,66.66666666666666,Luzon,0390_CII,CII AC FACADE PHILS. INC.,CONSTRUCTION,CII EMPLOYEES UNION,2019-12-19T00:00:00Z,2024-12-19T00:00:00Z,NA,NA,2019,5,With CBA,1,0,2,0,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,63,MANUFACTURING,NCR,2019,RANK AND FILE,INDEPENDENT UNION,390,20,5.128205128205128,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Independent,Manufacturing,Industry,Low density
0748,64,MANUFACTURING,NCR,2019,RANK AND FILE,INDEPENDENT UNION,148,93,62.83783783783784,Luzon,0748_Millenium,MILLENIUM LEGACY ALUMINUM CORP. (MILLAC),MANUFACTURING,SAMAHAN NG MANGGAGAWA NG MILLAC,2020-01-01T00:00:00Z,2025-01-01T00:00:00Z,NA,NA,2020,5,With CBA,1,1,2,1,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
0711,65,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2019,RANK AND FILE,INDEPENDENT UNION,70,15,21.428571428571427,Luzon,0711_MEGS,MAR EMPLOYMENT FOR GOOD SERVICE INC,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,MEGS LABOR UNION- INDEPENDENT,2019-04-01T00:00:00Z,2023-04-01T00:00:00Z,NA,NA,2019,4,With CBA,1,0,2,0,RANK-AND-FILE,Independent,All others,Services,Low density
0807,66,MANUFACTURING,NCR,2019,RANK AND FILE,"INDEPENDENT
UNION",130,110,84.61538461538461,Luzon,0807_Peerless,PEERLESS PRODUCTS MANUFACTURING CORP.,MANUFACTURING,SAMAHANG MANGAGAWA SA PEERLESS PRODUCTS MANUFACTURING CORP.,2019-07-26T00:00:00Z,2024-07-26T00:00:00Z,NA,NA,2019,5,With CBA,1,0,2,0,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,67,TRANSPORT AND  STORAGE,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,58,19,32.758620689655174,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,68,MANUFACTURING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,210,25,11.904761904761903,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,69,MANUFACTURING,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,140,94,67.14285714285714,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,70,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,26,13,50,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,71,FINANCIAL AND INSURANCE  ACTIVITIES,NCR,2019,SUPERVISORY,LOCAL/CHAPTER,NA,24,NA,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,OTHERS,Local/Chapter,All others,Services,NA
NA,72,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,5000,800,16,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,73,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,2019,RANK AND FILE,INDEPENDENT UNION,28,8,28.57142857142857,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Independent,All others,Services,Low density
NA,74,MANUFACTURING,NCR,2019,RANK AND FILE,"INDEPENDENT
UNION",110,58,52.72727272727272,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
1148,75,OTHER SERVICES  ACTIVITIES,NCR,2019,RANK AND FILE,"INDEPENDENT
UNION",31,12,38.70967741935484,Luzon,1148_TNT,TNT EXPRESS DELIVERIES (PHILS.) INC.,OTHER SERVICES ACTIVITIES,TNT EXPRESS DELIVERIES (PHILS.) INC. WORKERS UNION - INDEPENDENT,2021-07-07T00:00:00Z,2023-06-30T00:00:00Z,NA,NA,2021,2,With CBA,1,2,2,2,RANK-AND-FILE,Independent,All others,Services,Low density
NA,76,TRANSPORT AND STORAGE,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,630,152,24.126984126984127,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,77,TRANSPORT AND  STORAGE,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,710,226,31.83098591549296,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,78,TRANSPORT AND STORAGE,NCR,2019,RANK AND FILE,INDEPENDENT UNION,NA,298,NA,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Independent,All others,Services,NA
NA,79,TRANSPORT AND  STORAGE,NCR,2019,RANK AND FILE,LOCAL/CHAPTER,310,85,27.419354838709676,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,2,2,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,80,EDUCATION,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,NA,40,NA,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,NA
NA,81,MANUFACTURING,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,220,140,63.63636363636363,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,82,EDUCATION,NCR,2018,RANK AND FILE,"INDEPENDENT
UNION",40,15,37.5,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Independent,All others,Services,Low density
NA,83,CONSTRUCTION,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,69,26,37.68115942028986,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Industry,Low density
NA,84,TRANSPORT AND  STORAGE,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,68,27,39.705882352941174,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,85,MANUFACTURING,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,108,55,50.92592592592593,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,86,TRANSPORT AND  STORAGE,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,200,163,81.5,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,87,MANUFACTURING,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,70,18,25.71428571428571,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,88,ACCOMODATION  AND FOOD SERVICE ACTIVITIES,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,NA,76,NA,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,NA
NA,89,MANUFACTURING,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,16,12,75,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,90,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,110,17,15.454545454545453,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,91,CONSTRUCTION,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,77,22,28.57142857142857,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Industry,Low density
NA,92,TRANSPORT AND  STORAGE,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,39,17,43.58974358974359,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,93,TRANSPORT AND  STORAGE,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,30,20,66.66666666666666,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,High density
0690,94,OTHER SERVICES  ACTIVITIES,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,125,10,8,Luzon,0690_M3R,M3R PRIME CORPORATION,MANUFACTURING,M3R PRIME CORPORATION EMPLOYEES UNION (PACIWU-TUCP) ITUC,2018-07-12T00:00:00Z,2023-07-11T00:00:00Z,NA,NA,2018,5,With CBA,1,0,3,0,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,95,TRANSPORT AND  STORAGE,NCR,2018,SUPERVISORY,"INDEPENDENT
UNION",350,88,25.142857142857146,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,OTHERS,Independent,All others,Services,Low density
NA,96,TRANSPORT AND  STORAGE,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,1750,170,9.714285714285714,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,97,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2018,RANK AND FILE,INDEPENDENT UNION,25,13,52,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Independent,All others,Services,High density
NA,98,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,1000,249,24.9,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
0769,99,ACCOMODATION  AND FOOD SERVICE ACTIVITIES,NCR,2018,RANK AND FILE,INDEPENDENT UNION,147,96,65.30612245,Luzon,0769_NECO,"NECO PHILIPPINES, INC.",WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,SAMAHANG MANGGAGAWA SA NECO (INDEPENDENT),2019-08-30T00:00:00Z,2024-08-30T00:00:00Z,NA,NA,2019,5,With CBA,1,1,3,1,RANK-AND-FILE,Independent,All others,Services,High density
NA,100,MANUFACTURING,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,90,16,17.77777777777778,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,101,MANUFACTURING,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,27,27,100,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,102,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,72,35,48.61111111111111,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,Low density
NA,103,MANUFACTURING,NCR,2018,RANK AND FILE,"INDEPENDENT
UNION",500,190,38,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Independent,Manufacturing,Industry,Low density
NA,104,MANUFACTURING,NCR,2018,RANK AND FILE,"INDEPENDENT
UNION",30,20,66.66666666666666,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,105,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,70,45,64.28571428571429,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,106,TRANSPORT AND STORAGE,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,218,136,62.38532110091744,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,High density
NA,107,MANUFACTURING,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,700,150,21.428571428571427,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,108,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL  ACTIVITIES",NCR,2018,SUPERVISORY,LOCAL/CHAPTER,490,78,15.918367346938775,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,OTHERS,Local/Chapter,All others,Services,Low density
NA,109,MANUFACTURING,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,50,14,28.000000000000004,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,110,MANUFACTURING,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,60,8,13.333333333333334,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,111,CONSTRUCTION,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,135,21,15.555555555555555,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Industry,Low density
NA,112,MANUFACTURING,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,17,17,100,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,113,CONSTRUCTION,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,510,26,5.098039215686274,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Industry,Low density
0207,114,MANUFACTURING,NCR,2018,RANK AND FILE,"INDEPENDENT
UNION",13,13,100,Luzon,0207_Uniglobal,UNIGLOBAL PLASTIC INDUSTRIES INC.,MANUFACTURING,UNIGLOBAL PLASTIC INDUSTRIES LABOR UNION,2021-10-10T00:00:00Z,2026-10-09T00:00:00Z,12,RANK AND FILE,2021,5,With CBA,1,3,3,3,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,115,MANUFACTURING,NCR,2018,RANK AND FILE,"INDEPENDENT
UNION",94,34,36.17021276595745,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Independent,Manufacturing,Industry,Low density
NA,116,TRANSPORT AND  STORAGE,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,35,29,82.85714285714286,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,All others,Services,High density
1035,117,MANUFACTURING,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,22,11,50,Luzon,1035_Weener,"WEENER PLASTOP ASIA, INCORPORATED",MANUFACTURING,MALAYANG MANGGAGAWA NG WEENER PLASTOP ASIA-LORD,2020-01-01T00:00:00Z,2024-12-31T00:00:00Z,NA,NA,2020,5,With CBA,1,2,3,2,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,118,MANUFACTURING,NCR,2018,RANK AND FILE,LOCAL/CHAPTER,500,24,4.8,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,3,3,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
